46.5	930	0	17	236	False	101	275	False	
47.0	940	0	17	236	False	105	270	False	
47.5	950	0	17	236	False	111	265	False	
48.0	960	0	17	236	False	119	262	False	
48.5	970	0	17	236	False	121	257	False	
49.0	980	0	17	236	False	125	250	False	
49.5	990	0	17	236	False	130	251	False	
50.0	1000	0	17	236	False	139	248	False	
50.5	1010	0	29	217	False	141	229	False	
51.0	1020	0	63	200	False	148	223	False	
51.5	1030	0	86	194	False	140	223	False	
52.0	1040	0	100	186	False	141	221	False	
52.5	1050	0	111	178	False	139	221	False	
53.0	1060	0	125	176	False	139	221	False	
53.5	1070	0	113	173	False	139	221	False	
54.0	1080	0	98	173	False	129	222	False	
54.5	1090	0	62	174	False	105	234	False	
55.0	1100	0	54	179	False	96	234	False	
55.5	1110	0	30	185	False	96	234	False	
56.0	1120	0	36	200	False	96	234	False	
56.5	1130	0	47	206	False	96	234	False	
57.0	1140	0	62	203	False	96	234	False	
57.5	1150	0	58	205	False	96	234	False	
58.0	1160	0	50	209	False	64	242	False	
58.5	1170	0	40	207	False	57	242	False	
59.0	1180	0	27	205	False	55	246	False	
59.5	1190	0	9	199	False	64	244	False	
60.0	1200	0	9	199	False	64	244	False	
60.5	1210	0	9	199	False	64	244	False	
61.0	1220	0	44	228	False	11	173	False	
61.5	1230	0	44	228	False	11	176	False	
62.0	1240	0	68	226	False	11	176	False	
62.5	1250	0	68	226	False	0	171	False	
63.0	1260	0	112	215	False	0	171	False	
63.5	1270	0	126	211	False	0	171	False	
64.0	1280	0	137	204	False	0	171	False	
64.5	1290	0	152	206	False	25	199	False	
65.0	1300	0	152	206	False	25	199	False	
65.5	1310	0	156	198	False	36	207	False	
66.0	1320	0	148	195	False	37	210	False	
66.5	1330	0	139	193	False	50	208	False	
67.0	1340	0	129	194	False	58	213	False	
67.5	1350	0	122	194	False	59	211	False	
68.0	1360	0	104	194	False	52	212	False	
68.5	1370	0	92	195	False	45	208	False	
69.0	1380	0	141	210	False	55	226	False	
69.5	1390	0	147	219	False	49	224	False	
70.0	1400	0	155	227	False	41	225	False	
70.5	1410	0	160	224	False	43	225	False	
71.0	1420	0	160	224	False	43	225	False	
71.5	1430	0	165	233	False	30	229	False	
72.0	1440	0	181	244	False	30	229	False	
72.5	1450	0	214	255	False	18	232	False	
73.0	1460	0	237	267	False	15	235	False	
73.5	1470	0	232	253	False	8	236	False	
74.0	1480	0	224	244	False	8	236	False	
74.5	1490	0	223	242	False	0	231	False	
75.0	1500	0	215	231	False	0	228	False	
75.5	1510	0	215	231	False	0	228	False	
76.0	1520	0	195	223	False	0	228	False	
76.5	1530	0	149	206	False	0	228	False	
77.0	1540	0	127	198	False	0	228	False	
77.5	1550	0	105	199	False	0	228	False	
78.0	1560	0	84	198	False	0	228	False	
78.5	1570	0	67	214	False	0	228	False	
79.0	1580	0	68	226	False	0	228	False	
79.5	1590	0	70	236	False	0	228	False	
80.0	1600	0	119	253	False	0	228	False	
80.5	1610	0	157	253	False	0	228	False	
81.0	1620	0	167	249	False	0	228	False	
81.5	1630	0	185	233	False	0	228	False	
82.0	1640	0	194	219	False	0	228	False	
82.5	1650	0	188	226	False	0	228	False	
83.0	1660	0	205	219	False	0	228	False	
83.5	1670	0	220	219	False	0	228	False	
84.0	1680	0	220	219	False	0	228	False	
84.5	1690	0	238	216	False	0	228	False	
85.0	1700	0	238	217	False	0	228	False	
85.5	1710	0	238	217	False	0	228	False	
86.0	1720	0	238	217	False	0	228	False	
86.5	1730	0	236	224	False	0	228	False	
87.0	1740	0	236	224	False	0	228	False	
87.5	1750	0	230	230	False	0	228	False	
88.0	1760	0	200	236	False	0	228	False	
88.5	1770	0	169	236	False	0	228	False	
89.0	1780	0	142	221	False	0	228	False	
89.5	1790	0	100	201	False	0	228	False	
90.0	1800	0	79	201	False	0	228	False	
90.5	1810	0	61	214	False	0	228	False	
91.0	1820	0	58	228	False	0	228	False	
91.5	1830	0	59	236	False	0	228	False	
92.0	1840	0	22	218	False	0	228	False	
92.5	1850	0	22	218	False	0	228	False	
93.0	1860	0	22	218	False	0	228	False	
93.5	1870	0	22	218	False	0	228	False	
94.0	1880	0	22	218	False	0	228	False	
94.5	1890	0	22	218	False	0	228	False	
95.0	1900	0	22	218	False	0	228	False	
95.5	1910	0	22	218	False	0	228	False	
96.0	1920	0	43	214	False	0	228	False	
96.5	1930	0	70	199	False	0	228	False	
97.0	1940	0	88	203	False	0	228	False	
97.5	1950	0	86	199	False	10	178	False	
98.0	1960	0	91	197	False	43	179	False	
98.5	1970	0	105	198	False	62	176	False	
99.0	1980	0	110	178	False	104	189	False	
99.5	1990	0	152	192	False	98	200	False	
100.0	2000	0	153	196	False	86	196	False	
100.5	2010	0	163	207	False	72	204	False	
101.0	2020	0	162	207	False	60	201	False	
101.5	2030	0	162	207	False	58	204	False	
102.0	2040	0	162	207	False	58	204	False	
102.5	2050	0	156	210	False	29	207	False	
103.0	2060	0	156	210	False	37	208	False	
103.5	2070	0	162	206	False	51	205	False	
104.0	2080	0	172	200	False	91	189	False	
104.5	2090	0	180	194	False	126	177	False	
105.0	2100	0	190	195	False	152	165	False	
105.5	2110	0	203	193	False	167	169	False	
106.0	2120	0	208	203	False	185	167	False	
106.5	2130	0	206	207	False	190	163	False	
107.0	2140	0	195	221	False	199	161	False	
107.5	2150	0	137	218	False	196	154	False	
108.0	2160	0	112	201	False	193	161	False	
108.5	2170	0	104	192	False	180	169	False	
109.0	2180	0	87	188	False	177	176	False	
109.5	2190	0	76	196	False	178	188	False	
110.0	2200	0	75	206	False	164	193	False	
110.5	2210	0	68	207	False	139	188	False	
111.0	2220	0	67	206	False	128	198	False	
111.5	2230	0	71	204	False	128	198	False	
112.0	2240	0	95	207	False	128	198	False	
112.5	2250	0	110	219	False	123	214	False	
113.0	2260	0	89	228	False	123	214	False	
113.5	2270	0	86	230	False	139	227	False	
114.0	2280	0	74	231	False	150	231	False	
114.5	2290	0	68	231	False	150	231	False	
115.0	2300	0	33	203	False	72	215	False	
115.5	2310	0	37	199	False	72	215	False	
116.0	2320	0	66	203	False	72	215	False	
116.5	2330	0	81	202	False	72	215	False	
117.0	2340	0	93	212	False	54	217	False	
117.5	2350	0	96	212	False	54	217	False	
118.0	2360	0	104	218	False	49	217	False	
118.5	2370	0	106	218	False	51	221	False	
119.0	2380	0	151	193	False	46	223	False	
119.5	2390	0	171	185	False	55	225	False	
120.0	2400	0	180	180	False	58	222	False	
120.5	2410	0	179	179	False	51	219	False	
121.0	2420	0	164	175	False	44	219	False	
121.5	2430	0	137	175	False	44	219	False	
122.0	2440	0	128	173	False	44	219	False	
122.5	2450	0	152	172	False	36	239	False	
123.0	2460	0	173	177	False	36	239	False	
123.5	2470	0	192	175	False	36	239	False	
124.0	2480	0	118	189	False	36	229	False	
124.5	2490	0	47	191	False	36	229	False	
125.0	2500	0	21	182	False	22	230	False	
125.5	2510	0	21	182	False	22	230	False	
126.0	2520	0	38	180	False	22	230	False	
126.5	2530	0	48	174	False	20	240	False	
127.0	2540	0	44	176	False	16	228	False	
127.5	2550	0	32	182	False	16	228	False	
128.0	2560	0	16	181	False	20	246	False	
128.5	2570	0	30	169	False	27	240	False	
129.0	2580	0	57	174	False	52	219	False	
129.5	2590	0	111	188	False	68	198	False	
130.0	2600	0	98	183	False	55	176	False	
130.5	2610	0	84	172	False	53	176	False	
131.0	2620	0	128	176	False	53	183	False	
131.5	2630	0	159	181	False	71	185	False	
132.0	2640	0	87	178	False	123	184	False	
132.5	2650	0	67	184	False	153	180	False	
133.0	2660	0	55	188	False	142	178	False	
133.5	2670	0	48	195	False	121	178	False	
134.0	2680	0	54	205	False	93	180	False	
134.5	2690	0	46	204	False	89	186	False	
135.0	2700	0	32	205	False	89	186	False	
135.5	2710	0	19	214	False	73	174	False	
136.0	2720	0	39	212	False	86	168	False	
136.5	2730	0	47	208	False	120	170	False	
137.0	2740	0	75	195	False	148	162	False	
137.5	2750	0	61	262	False	490	255	False	
138.0	2760	0	64	258	False	513	253	False	
138.5	2770	0	66	267	False	521	242	False	
139.0	2780	0	66	267	False	535	231	False	
139.5	2790	0	72	269	False	545	224	False	
140.0	2800	0	75	267	False	556	212	False	
140.5	2810	0	84	261	False	565	211	False	
141.0	2820	0	96	257	False	564	209	False	
141.5	2830	0	123	252	False	597	206	False	
142.0	2840	0	147	231	False	609	194	False	
142.5	2850	0	145	225	False	594	177	False	
143.0	2860	0	143	220	False	580	168	False	
143.5	2870	0	145	214	False	563	165	False	
144.0	2880	0	147	208	False	559	164	False	
144.5	2890	0	143	208	False	548	163	False	
145.0	2900	0	154	201	False	543	167	False	
145.5	2910	0	160	201	False	533	174	False	
146.0	2920	0	158	203	False	538	168	False	
146.5	2930	0	127	191	False	538	168	False	
147.0	2940	0	111	191	False	538	168	False	
147.5	2950	0	62	189	False	533	174	False	
148.0	2960	0	75	193	False	525	175	False	
148.5	2970	0	67	185	False	524	173	False	
149.0	2980	0	61	183	False	515	171	False	
149.5	2990	0	64	186	False	515	171	False	
150.0	3000	0	53	182	False	535	171	False	
150.5	3010	0	67	193	False	539	172	False	
151.0	3020	0	48	186	False	553	175	False	
151.5	3030	0	47	188	False	564	170	False	
152.0	3040	0	41	186	False	553	171	False	
152.5	3050	0	42	187	False	541	173	False	
153.0	3060	0	22	178	False	522	167	False	
153.5	3070	0	22	186	False	519	170	False	
154.0	3080	0	18	181	False	506	169	False	
154.5	3090	0	24	171	False	496	175	False	
155.0	3100	0	25	183	False	484	191	False	
155.5	3110	0	15	193	False	475	177	False	
156.0	3120	0	15	193	False	489	161	False	
156.5	3130	0	25	186	False	528	158	False	
157.0	3140	0	10	188	False	576	150	False	
157.5	3150	0	5	185	False	598	155	False	
158.0	3160	0	5	185	False	601	160	False	
158.5	3170	0	5	185	False	603	164	False	
159.0	3180	0	17	177	False	595	167	False	
159.5	3190	0	29	185	False	583	171	False	
160.0	3200	0	15	186	False	567	180	False	
160.5	3210	0	6	245	False	106	216	False	
161.0	3220	0	7	245	False	104	217	False	
161.5	3230	0	7	245	False	101	214	False	
162.0	3240	0	14	246	False	111	215	False	
162.5	3250	0	14	246	False	111	215	False	
163.0	3260	0	14	246	False	112	213	False	
163.5	3270	0	14	246	False	118	213	False	
164.0	3280	0	15	246	False	139	219	False	
164.5	3290	0	27	244	False	156	219	False	
165.0	3300	0	31	236	False	176	209	False	
165.5	3310	0	37	224	False	171	199	False	
166.0	3320	0	45	212	False	177	190	False	
166.5	3330	0	34	214	False	160	189	False	
167.0	3340	0	39	207	False	137	185	False	
167.5	3350	0	40	207	False	117	175	False	
168.0	3360	0	60	200	False	103	172	False	
168.5	3370	0	80	197	False	69	172	False	
169.0	3380	0	92	193	False	41	182	False	
169.5	3390	0	108	196	False	30	189	False	
170.0	3400	0	109	185	False	14	196	False	
170.5	3410	0	104	196	False	31	206	False	
171.0	3420	0	114	194	False	39	208	False	
171.5	3430	0	107	192	False	33	212	False	
172.0	3440	0	111	192	False	34	206	False	
172.5	3450	0	105	194	False	34	206	False	
173.0	3460	0	105	194	False	34	206	False	
173.5	3470	0	105	194	False	34	206	False	
174.0	3480	0	105	194	False	48	208	False	
174.5	3490	0	112	193	False	49	209	False	
175.0	3500	0	115	195	False	56	205	False	
175.5	3510	0	111	193	False	55	205	False	
176.0	3520	0	111	193	False	55	205	False	
176.5	3530	0	111	193	False	42	188	False	
177.0	3540	0	90	187	False	39	163	False	
177.5	3550	0	70	179	False	31	156	False	
178.0	3560	0	63	172	False	35	159	False	
178.5	3570	0	84	175	False	30	161	False	
179.0	3580	0	107	162	False	37	158	False	
179.5	3590	0	141	169	False	46	154	False	
180.0	3600	0	156	164	False	48	155	False	
180.5	3610	0	156	175	False	51	146	False	
181.0	3620	0	130	175	False	73	157	False	
181.5	3630	0	113	179	False	82	148	False	
182.0	3640	0	96	186	False	103	149	False	
182.5	3650	0	78	190	False	119	149	False	
183.0	3660	0	67	198	False	130	158	False	
183.5	3670	0	42	218	False	35	216	False	
184.0	3680	0	46	221	False	372	269	False	
184.5	3690	0	36	223	False	400	265	False	
185.0	3700	0	45	225	False	436	252	False	
185.5	3710	0	44	219	False	472	252	False	
186.0	3720	0	46	223	False	496	245	False	
186.5	3730	0	47	224	False	507	246	False	
187.0	3740	0	47	224	False	525	246	False	
187.5	3750	0	96	193	False	557	224	False	
188.0	3760	0	132	185	False	565	207	False	
188.5	3770	0	151	181	False	549	193	False	
189.0	3780	0	164	180	False	534	186	False	
189.5	3790	0	167	176	False	524	181	False	
190.0	3800	0	171	172	False	516	181	False	
190.5	3810	0	157	167	False	507	177	False	
191.0	3820	0	114	170	False	462	172	False	
191.5	3830	0	126	172	False	442	173	False	
192.0	3840	0	107	183	False	408	177	False	
192.5	3850	0	47	175	False	390	177	False	
193.0	3860	0	23	190	False	382	185	False	
193.5	3870	0	26	200	False	380	185	False	
194.0	3880	0	33	175	False	376	183	False	
194.5	3890	0	39	179	False	385	189	False	
195.0	3900	0	67	184	False	384	192	False	
195.5	3910	0	125	187	False	367	181	False	
196.0	3920	0	114	175	False	397	161	False	
196.5	3930	0	54	177	False	423	164	False	
197.0	3940	0	38	179	False	449	174	False	
197.5	3950	0	52	191	False	458	191	False	
198.0	3960	0	65	196	False	461	210	False	
198.5	3970	0	50	176	False	447	230	False	
199.0	3980	0	28	179	False	431	234	False	
199.5	3990	0	27	171	False	419	234	False	
200.0	4000	0	27	171	False	419	234	False	
200.5	4010	0	27	171	False	419	234	False	
201.0	4020	0	27	171	False	418	237	False	
201.5	4030	0	27	181	False	394	233	False	
202.0	4040	0	49	176	False	367	222	False	
202.5	4050	0	97	180	False	370	212	False	
203.0	4060	0	138	177	False	370	212	False	
203.5	4070	0	173	170	False	374	216	False	
204.0	4080	0	170	171	False	379	219	False	
204.5	4090	0	144	168	False	379	219	False	
205.0	4100	0	107	168	False	381	240	False	
205.5	4110	0	80	174	False	383	242	False	
206.0	4120	0	54	169	False	383	242	False	
206.5	4130	0	34	264	False	35	266	False	
207.0	4140	0	38	256	False	34	254	False	
207.5	4150	0	32	238	False	33	240	False	
208.0	4160	0	27	223	False	35	223	False	
208.5	4170	0	33	217	False	35	223	False	
209.0	4180	0	27	218	False	29	215	False	
209.5	4190	0	35	219	False	33	218	False	
210.0	4200	0	29	228	False	28	233	False	
210.5	4210	0	35	198	False	45	235	False	
211.0	4220	0	63	197	False	45	235	False	
211.5	4230	0	88	199	False	45	235	False	
212.0	4240	0	91	193	False	45	235	False	
212.5	4250	0	79	182	False	48	225	False	
213.0	4260	0	48	181	False	54	224	False	
213.5	4270	0	29	181	False	71	214	False	
214.0	4280	0	15	190	False	95	212	False	
214.5	4290	0	69	190	False	135	208	False	
215.0	4300	0	130	189	False	158	210	False	
215.5	4310	0	169	182	False	158	210	False	
216.0	4320	0	195	171	False	173	215	False	
216.5	4330	0	210	171	False	163	216	False	
217.0	4340	0	213	160	False	163	216	False	
217.5	4350	0	162	157	False	163	216	False	
218.0	4360	0	106	168	False	163	216	False	
218.5	4370	0	74	180	False	156	220	False	
219.0	4380	0	54	182	False	156	220	False	
219.5	4390	0	69	194	False	156	220	False	
220.0	4400	0	75	202	False	156	220	False	
220.5	4410	0	76	208	False	156	220	False	
221.0	4420	0	74	204	False	156	220	False	
221.5	4430	0	67	196	False	156	220	False	
222.0	4440	0	49	191	False	163	220	False	
222.5	4450	0	46	198	False	169	220	False	
223.0	4460	0	46	198	False	169	220	False	
223.5	4470	0	35	213	False	176	218	False	
224.0	4480	0	52	227	False	145	207	False	
224.5	4490	0	52	229	False	105	193	False	
225.0	4500	0	57	223	False	81	196	False	
225.5	4510	0	69	225	False	44	195	False	
226.0	4520	0	80	227	False	19	198	False	
226.5	4530	0	93	222	False	0	208	False	
227.0	4540	0	95	219	False	95	219	False	
227.5	4550	0	120	203	False	120	203	False	
228.0	4560	0	144	194	False	144	194	False	
228.5	4570	0	6	228	False	152	185	False	
